seed,episodes,selector,avg_total_penalty,avg_regret,avg_switch_cost
4,20,Global Best,0.09839578073771435,0.09839578073771435,0.0
4,20,Random,0.33228002723821437,0.29678002723821456,0.035499999999999796
4,20,Cluster ISAC,0.08853100266582242,0.07390600266582241,0.01462500000000001
4,20,DGCAC-inspired,0.09171093864237188,0.08421093864237188,0.007500000000000004
4,20,Privileged Classifier,0.11575996899379515,0.10263496899379514,0.013125000000000008
4,20,Regressor,0.09070680265927653,0.07320680265927651,0.017500000000000012
4,20,MLP Selector,0.09046533254770629,0.07196533254770628,0.018500000000000013
4,20,Temporal MoE,0.16234568096601182,0.13522068096601186,0.027124999999999972
4,20,Temporal Soft Cluster ISAC,0.08600451992112203,0.07350451992112202,0.012500000000000008
4,40,Oracle,0.0,0.0,0.0
4,40,Global Best,0.09452182143480395,0.09452182143480395,0.0
4,40,Random,0.36839353547566006,0.3336435354756605,0.03474999999999954
4,40,Cluster ISAC,0.07238389725123816,0.06000889725123815,0.01237500000000001
4,40,DGCAC-inspired,0.07506218658131336,0.06874968658131336,0.006312500000000004
4,40,Privileged Classifier,0.0815291718407903,0.06865417184079028,0.012875000000000001
4,40,Regressor,0.07786741137728725,0.06580491137728725,0.012062500000000009
4,40,MLP Selector,0.08243006697539537,0.06893006697539537,0.013499999999999988
4,40,Temporal MoE,0.16753153469240126,0.1432815346924015,0.024249999999999758
4,40,Temporal Soft Cluster ISAC,0.07048484603607932,0.06429734603607931,0.006187500000000004
4,80,Oracle,0.0,0.0,0.0
4,80,Global Best,0.09486013785270253,0.09486013785270253,0.0
4,80,Random,0.299100835952702,0.2644758359527025,0.0346249999999994
4,80,Cluster ISAC,0.07323089666626757,0.0609808966662677,0.012249999999999876
4,80,DGCAC-inspired,0.07953827089403945,0.07297577089403945,0.006562499999999997
4,80,Privileged Classifier,0.09217588541895264,0.07905088541895278,0.013124999999999859
4,80,Regressor,0.07476778694482185,0.06095528694482201,0.013812499999999844
4,80,MLP Selector,0.07227661020095948,0.057901610200959644,0.014374999999999832
4,80,Temporal MoE,0.1735556208429021,0.15114937084290245,0.022406249999999663
4,80,Temporal Soft Cluster ISAC,0.07263368979351316,0.06516493979351318,0.007468749999999978
4,120,Oracle,0.0,0.0,0.0
4,120,Global Best,0.08965418661235516,0.08965418661235516,0.0
4,120,Random,0.27868564453555006,0.2442898112022172,0.034395833333332876
4,120,Cluster ISAC,0.07259506069626856,0.05999089402960207,0.012604166666666491
4,120,DGCAC-inspired,0.07947073150936412,0.07226239817603085,0.0072083333333332715
4,120,Privileged Classifier,0.08794514206052324,0.07498680872719009,0.01295833333333315
4,120,Regressor,0.08263047342827975,0.06771380676161333,0.014916666666666441
4,120,MLP Selector,0.07895741994899524,0.06493658661566211,0.014020833333333127
4,120,Temporal MoE,0.17113012677821812,0.15021346011155182,0.020916666666666313
4,120,Temporal Soft Cluster ISAC,0.0650662234674531,0.05814955680078649,0.006916666666666611
4,160,Oracle,0.0,0.0,0.0
4,160,Global Best,0.09049008106768676,0.09049008106768676,0.0
4,160,Random,0.28707280091967047,0.25240092591966945,0.034671875000001046
4,160,Cluster ISAC,0.07396840117463985,0.061280901174640044,0.0126874999999998
4,160,DGCAC-inspired,0.07319256552413822,0.06700506552413829,0.006187499999999937
4,160,Privileged Classifier,0.09251496637414178,0.07837434137414201,0.014140624999999768
4,160,Regressor,0.08337120732592826,0.07073058232592846,0.0126406249999998
4,160,MLP Selector,0.08139994258079042,0.06733744258079065,0.01406249999999977
4,160,Temporal MoE,0.18868477622563132,0.16601290122563173,0.022671874999999585
4,160,Temporal Soft Cluster ISAC,0.06978758152716102,0.0628344565271611,0.006953124999999921
4,200,Oracle,0.0,0.0,0.0
4,200,Global Best,0.09052932160331256,0.09052932160331256,0.0
4,200,Random,0.35240626503188355,0.3183312650318817,0.034075000000001826
4,200,Cluster ISAC,0.07225616858124337,0.059318668581243586,0.012937499999999779
4,200,DGCAC-inspired,0.074298391460005,0.06839839146000506,0.00589999999999993
4,200,Privileged Classifier,0.08495996828528277,0.06984746828528304,0.015112499999999734
4,200,Regressor,0.08298452607172818,0.06820952607172845,0.01477499999999974
4,200,MLP Selector,0.07732243594574933,0.062259935945749606,0.015062499999999734
4,200,Temporal MoE,0.18206726385175578,0.16035476385175587,0.021712499999999895
4,200,Temporal Soft Cluster ISAC,0.06527982023385533,0.05866732023385542,0.0066124999999999145
5,20,Oracle,0.0,0.0,0.0
5,20,Global Best,0.08253521153211822,0.08253521153211822,0.0
5,20,Random,0.23694928532603982,0.20194928532604,0.0349999999999998
5,20,Cluster ISAC,0.07580849744932258,0.06330849744932257,0.012500000000000008
5,20,DGCAC-inspired,0.07330570068216855,0.06655570068216855,0.006750000000000003
5,20,Privileged Classifier,0.08905476873233417,0.07655476873233416,0.012500000000000008
5,20,Regressor,0.07830231752055002,0.06405231752055,0.01425000000000001
5,20,MLP Selector,0.0793838950921382,0.0676338950921382,0.011750000000000007
5,20,Temporal MoE,0.1524370987966555,0.1285620987966555,0.023875000000000018
5,20,Temporal Soft Cluster ISAC,0.08470586144605058,0.07320586144605057,0.011500000000000007
5,40,Oracle,0.0,0.0,0.0
5,40,Global Best,0.09398761828390878,0.09398761828390878,0.0
5,40,Random,0.305580644353827,0.27101814435382743,0.03456249999999954
